GROUP,PACKAGE,CLASS,INSTRUCTION_MISSED,INSTRUCTION_COVERED,BRANCH_MISSED,BRANCH_COVERED,LINE_MISSED,LINE_COVERED,COMPLEXITY_MISSED,COMPLEXITY_COVERED,METHOD_MISSED,METHOD_COVERED
dubbo-container-api/dubbo-common,org.apache.dubbo.common.timer,HashedWheelTimer.HashedWheelBucket,219,0,36,0,60,0,24,0,6,0
dubbo-container-api/dubbo-common,org.apache.dubbo.common.timer,HashedWheelTimer.Worker,262,0,30,0,65,0,21,0,6,0
dubbo-container-api/dubbo-common,org.apache.dubbo.common.timer,HashedWheelTimer,530,0,54,0,114,0,46,0,18,0
dubbo-container-api/dubbo-common,org.apache.dubbo.common.timer,HashedWheelTimer.HashedWheelTimeout,182,0,18,0,51,0,21,0,12,0
dubbo-container-api/dubbo-common,org.apache.dubbo.common.logger.log4j2,Log4j2LoggerAdapter,89,0,24,0,35,0,21,0,9,0
dubbo-container-api/dubbo-common,org.apache.dubbo.common.logger.log4j2,Log4j2Logger,136,0,10,0,38,0,26,0,21,0
dubbo-container-api/dubbo-common,org.apache.dubbo.common.logger,Level,74,0,0,0,8,0,1,0,1,0
dubbo-container-api/dubbo-common,org.apache.dubbo.common.logger,LoggerFactory,175,0,16,0,37,0,20,0,10,0
dubbo-container-api/dubbo-common,org.apache.dubbo.common.logger.jcl,JclLogger,106,0,0,0,38,0,21,0,21,0
dubbo-container-api/dubbo-common,org.apache.dubbo.common.logger.jcl,JclLoggerAdapter,29,0,0,0,9,0,7,0,7,0
dubbo-container-api/dubbo-common,org.apache.dubbo.common.logger.log4j,Log4jLogger,177,0,10,0,39,0,27,0,22,0
dubbo-container-api/dubbo-common,org.apache.dubbo.common.logger.log4j,Log4jLoggerAdapter,127,0,32,0,49,0,25,0,9,0
dubbo-container-api/dubbo-common,org.apache.dubbo.common.logger.support,FailsafeLogger,195,0,0,0,82,0,24,0,24,0
dubbo-container-api/dubbo-common,org.apache.dubbo.common.config,AbstractPrefixConfiguration,84,0,16,0,14,0,10,0,2,0
dubbo-container-api/dubbo-common,org.apache.dubbo.common.config,PropertiesConfiguration,17,0,0,0,6,0,4,0,4,0
dubbo-container-api/dubbo-common,org.apache.dubbo.common.config,CompositeConfiguration,132,0,14,0,29,0,16,0,9,0
dubbo-container-api/dubbo-common,org.apache.dubbo.common.config,Configuration,168,0,44,0,32,0,28,0,6,0
dubbo-container-api/dubbo-common,org.apache.dubbo.common.config,ConfigurationUtils,95,0,10,0,25,0,12,0,7,0
dubbo-container-api/dubbo-common,org.apache.dubbo.common.config,EnvironmentConfiguration,13,0,0,0,5,0,3,0,3,0
dubbo-container-api/dubbo-common,org.apache.dubbo.common.config,InmemoryConfiguration,40,0,4,0,14,0,8,0,6,0
dubbo-container-api/dubbo-common,org.apache.dubbo.common.config,Environment,276,0,10,0,61,0,33,0,28,0
dubbo-container-api/dubbo-common,org.apache.dubbo.common.config,SystemConfiguration,13,0,0,0,5,0,3,0,3,0
dubbo-container-api/dubbo-common,org.apache.dubbo.common.status,Status.Level,44,0,0,0,5,0,1,0,1,0
dubbo-container-api/dubbo-common,org.apache.dubbo.common.status,Status,33,0,0,0,12,0,6,0,6,0
dubbo-container-api/dubbo-common,org.apache.dubbo.common,URL,3359,0,478,0,716,0,381,0,142,0
dubbo-container-api/dubbo-common,org.apache.dubbo.common,Constants,136,0,0,0,15,0,2,0,2,0
dubbo-container-api/dubbo-common,org.apache.dubbo.common,URLBuilder,648,0,78,0,152,0,80,0,41,0
dubbo-container-api/dubbo-common,org.apache.dubbo.common,Version,376,0,56,0,93,0,43,0,15,0
dubbo-container-api/dubbo-common,org.apache.dubbo.common,Parameters,420,0,56,0,104,0,59,0,31,0
dubbo-container-api/dubbo-common,org.apache.dubbo.common.json,JSONToken,42,0,13,0,20,0,15,0,3,0
dubbo-container-api/dubbo-common,org.apache.dubbo.common.json,JSON,1027,0,100,0,283,0,93,0,19,0
dubbo-container-api/dubbo-common,org.apache.dubbo.common.json,JSON.Entry,9,0,0,0,4,0,1,0,1,0
dubbo-container-api/dubbo-common,org.apache.dubbo.common.json,JSONReader.new ThreadLocal() {...},3,0,0,0,1,0,1,0,1,0
dubbo-container-api/dubbo-common,org.apache.dubbo.common.json,GenericJSONConverter,674,0,52,0,158,0,30,0,4,0
dubbo-container-api/dubbo-common,org.apache.dubbo.common.json,JSONArray,206,0,36,0,35,0,33,0,15,0
dubbo-container-api/dubbo-common,org.apache.dubbo.common.json,J2oVisitor,872,0,140,0,206,0,85,0,15,0
dubbo-container-api/dubbo-common,org.apache.dubbo.common.json,GenericJSONConverter.new GenericJSONConverter.Decoder() {...},14,0,2,0,4,0,3,0,2,0
dubbo-container-api/dubbo-common,org.apache.dubbo.common.json,GenericJSONConverter.new GenericJSONConverter.Decoder() {...},14,0,2,0,4,0,3,0,2,0
dubbo-container-api/dubbo-common,org.apache.dubbo.common.json,JSONObject,244,0,38,0,41,0,35,0,16,0
dubbo-container-api/dubbo-common,org.apache.dubbo.common.json,GenericJSONConverter.new GenericJSONConverter.Decoder() {...},14,0,2,0,4,0,3,0,2,0
dubbo-container-api/dubbo-common,org.apache.dubbo.common.json,JSONWriter.State,9,0,0,0,4,0,1,0,1,0
dubbo-container-api/dubbo-common,org.apache.dubbo.common.json,GenericJSONConverter.new GenericJSONConverter.Decoder() {...},13,0,2,0,4,0,3,0,2,0
dubbo-container-api/dubbo-common,org.apache.dubbo.common.json,GenericJSONConverter.new GenericJSONConverter.Decoder() {...},14,0,2,0,4,0,3,0,2,0
dubbo-container-api/dubbo-common,org.apache.dubbo.common.json,GenericJSONConverter.new GenericJSONConverter.Decoder() {...},9,0,0,0,2,0,2,0,2,0
dubbo-container-api/dubbo-common,org.apache.dubbo.common.json,GenericJSONConverter.new GenericJSONConverter.Decoder() {...},9,0,0,0,2,0,2,0,2,0
dubbo-container-api/dubbo-common,org.apache.dubbo.common.json,GenericJSONConverter.new GenericJSONConverter.Decoder() {...},14,0,2,0,4,0,3,0,2,0
dubbo-container-api/dubbo-common,org.apache.dubbo.common.json,GenericJSONConverter.new GenericJSONConverter.Decoder() {...},16,0,2,0,4,0,3,0,2,0
dubbo-container-api/dubbo-common,org.apache.dubbo.common.json,GenericJSONConverter.new GenericJSONConverter.Decoder() {...},14,0,2,0,4,0,3,0,2,0
dubbo-container-api/dubbo-common,org.apache.dubbo.common.json,GenericJSONConverter.new GenericJSONConverter.Decoder() {...},16,0,2,0,4,0,3,0,2,0
dubbo-container-api/dubbo-common,org.apache.dubbo.common.json,GenericJSONConverter.new GenericJSONConverter.Decoder() {...},14,0,2,0,4,0,3,0,2,0
dubbo-container-api/dubbo-common,org.apache.dubbo.common.json,Yylex,6730,0,102,0,218,0,99,0,21,0
dubbo-container-api/dubbo-common,org.apache.dubbo.common.json,GenericJSONConverter.new GenericJSONConverter.Decoder() {...},14,0,2,0,4,0,3,0,2,0
dubbo-container-api/dubbo-common,org.apache.dubbo.common.json,GenericJSONConverter.new GenericJSONConverter.Decoder() {...},14,0,2,0,4,0,3,0,2,0
dubbo-container-api/dubbo-common,org.apache.dubbo.common.json,GenericJSONConverter.new GenericJSONConverter.Decoder() {...},14,0,2,0,4,0,3,0,2,0
dubbo-container-api/dubbo-common,org.apache.dubbo.common.json,GenericJSONConverter.new GenericJSONConverter.Decoder() {...},12,0,2,0,4,0,3,0,2,0
dubbo-container-api/dubbo-common,org.apache.dubbo.common.json,GenericJSONConverter.new GenericJSONConverter.Decoder() {...},14,0,2,0,4,0,3,0,2,0
dubbo-container-api/dubbo-common,org.apache.dubbo.common.json,GenericJSONConverter.new GenericJSONConverter.Decoder() {...},19,0,4,0,4,0,4,0,2,0
dubbo-container-api/dubbo-common,org.apache.dubbo.common.json,GenericJSONConverter.new GenericJSONConverter.Decoder() {...},19,0,4,0,4,0,4,0,2,0
dubbo-container-api/dubbo-common,org.apache.dubbo.common.json,GenericJSONConverter.new GenericJSONConverter.Encoder() {...},14,0,0,0,3,0,2,0,2,0
dubbo-container-api/dubbo-common,org.apache.dubbo.common.json,JSONWriter,464,0,31,0,91,0,35,0,18,0
dubbo-container-api/dubbo-common,org.apache.dubbo.common.json,GenericJSONConverter.new GenericJSONConverter.Decoder() {...},14,0,2,0,4,0,3,0,2,0
dubbo-container-api/dubbo-common,org.apache.dubbo.common.json,GenericJSONConverter.new GenericJSONConverter.Encoder() {...},10,0,0,0,3,0,2,0,2,0
dubbo-container-api/dubbo-common,org.apache.dubbo.common.json,GenericJSONConverter.new GenericJSONConverter.Encoder() {...},10,0,0,0,3,0,2,0,2,0
dubbo-container-api/dubbo-common,org.apache.dubbo.common.json,GenericJSONConverter.new GenericJSONConverter.Encoder() {...},9,0,0,0,3,0,2,0,2,0
dubbo-container-api/dubbo-common,org.apache.dubbo.common.json,GenericJSONConverter.new GenericJSONConverter.Decoder() {...},16,0,2,0,4,0,3,0,2,0
dubbo-container-api/dubbo-common,org.apache.dubbo.common.json,GenericJSONConverter.new GenericJSONConverter.Encoder() {...},10,0,0,0,3,0,2,0,2,0
dubbo-container-api/dubbo-common,org.apache.dubbo.common.json,GenericJSONConverter.new GenericJSONConverter.Decoder() {...},14,0,2,0,4,0,3,0,2,0
dubbo-container-api/dubbo-common,org.apache.dubbo.common.json,GenericJSONConverter.new GenericJSONConverter.Encoder() {...},10,0,0,0,3,0,2,0,2,0
dubbo-container-api/dubbo-common,org.apache.dubbo.common.json,GenericJSONConverter.new GenericJSONConverter.Encoder() {...},10,0,0,0,3,0,2,0,2,0
dubbo-container-api/dubbo-common,org.apache.dubbo.common.json,JSONReader,68,0,8,0,19,0,10,0,6,0
dubbo-container-api/dubbo-common,org.apache.dubbo.common.json,GenericJSONConverter.new GenericJSONConverter.Encoder() {...},11,0,0,0,3,0,2,0,2,0
dubbo-container-api/dubbo-common,org.apache.dubbo.common.json,GenericJSONConverter.new GenericJSONConverter.Encoder() {...},10,0,0,0,3,0,2,0,2,0
dubbo-container-api/dubbo-common,org.apache.dubbo.common.json,GenericJSONConverter.new GenericJSONConverter.Decoder() {...},35,0,4,0,8,0,4,0,2,0
dubbo-container-api/dubbo-common,org.apache.dubbo.common.json,GenericJSONConverter.new GenericJSONConverter.Decoder() {...},16,0,2,0,4,0,3,0,2,0
dubbo-container-api/dubbo-common,org.apache.dubbo.common.json,GenericJSONConverter.new GenericJSONConverter.Decoder() {...},52,0,6,0,9,0,5,0,2,0
dubbo-container-api/dubbo-common,org.apache.dubbo.common.json,ParseException,7,0,0,0,4,0,2,0,2,0
dubbo-container-api/dubbo-common,org.apache.dubbo.common.threadpool.support,AbortPolicyWithReport,201,0,6,0,36,0,8,0,5,0
dubbo-container-api/dubbo-common,org.apache.dubbo.common.compiler.support,JdkCompiler.new PrivilegedAction() {...},17,0,0,0,2,0,2,0,2,0
dubbo-container-api/dubbo-common,org.apache.dubbo.common.compiler.support,JdkCompiler.JavaFileManagerImpl,209,0,28,0,40,0,22,0,8,0
dubbo-container-api/dubbo-common,org.apache.dubbo.common.compiler.support,ClassUtils,842,0,169,0,191,0,131,0,39,0
dubbo-container-api/dubbo-common,org.apache.dubbo.common.compiler.support,AbstractCompiler,130,0,10,0,22,0,8,0,3,0
dubbo-container-api/dubbo-common,org.apache.dubbo.common.compiler.support,JavassistCompiler,169,0,12,0,31,0,12,0,6,0
dubbo-container-api/dubbo-common,org.apache.dubbo.common.compiler.support,JdkCompiler.ClassLoaderImpl,93,0,6,0,21,0,9,0,6,0
dubbo-container-api/dubbo-common,org.apache.dubbo.common.compiler.support,JdkCompiler,208,0,14,0,33,0,9,0,2,0
dubbo-container-api/dubbo-common,org.apache.dubbo.common.compiler.support,AdaptiveCompiler,31,0,4,0,9,0,5,0,3,0
dubbo-container-api/dubbo-common,org.apache.dubbo.common.compiler.support,JdkCompiler.JavaFileObjectImpl,61,0,2,0,15,0,8,0,7,0
dubbo-container-api/dubbo-common,org.apache.dubbo.common.compiler.support,CtClassBuilder,251,0,16,0,56,0,25,0,17,0
dubbo-container-api/dubbo-common,org.apache.dubbo.common.extension.support,ActivateComparator.ActivateInfo,24,0,4,0,3,0,5,0,3,0
dubbo-container-api/dubbo-common,org.apache.dubbo.common.extension.support,ActivateComparator,206,0,44,0,51,0,27,0,5,0
dubbo-container-api/dubbo-common,org.apache.dubbo.common.status.support,StatusUtils,78,0,12,0,20,0,8,0,2,0
dubbo-container-api/dubbo-common,org.apache.dubbo.common.status.support,LoadStatusChecker,79,0,8,0,13,0,6,0,2,0
dubbo-container-api/dubbo-common,org.apache.dubbo.common.status.support,MemoryStatusChecker,81,0,4,0,8,0,4,0,2,0
dubbo-container-api/dubbo-common,org.apache.dubbo.common.threadpool.support.eager,EagerThreadPool,62,0,2,0,10,0,3,0,2,0
dubbo-container-api/dubbo-common,org.apache.dubbo.common.threadpool.support.eager,TaskQueue,55,0,8,0,15,0,8,0,4,0
dubbo-container-api/dubbo-common,org.apache.dubbo.common.threadpool.support.eager,EagerThreadPoolExecutor,80,0,4,0,24,0,6,0,4,0
dubbo-container-api/dubbo-common,org.apache.dubbo.common.io,UnsafeByteArrayOutputStream,165,0,18,0,33,0,21,0,12,0
dubbo-container-api/dubbo-common,org.apache.dubbo.common.io,StreamUtils,31,0,4,0,8,0,6,0,4,0
dubbo-container-api/dubbo-common,org.apache.dubbo.common.io,UnsafeByteArrayInputStream,187,0,22,0,41,0,25,0,14,0
dubbo-container-api/dubbo-common,org.apache.dubbo.common.io,StreamUtils.new InputStream() {...},197,0,22,0,50,0,18,0,7,0
dubbo-container-api/dubbo-common,org.apache.dubbo.common.io,StreamUtils.new InputStream() {...},168,0,20,0,36,0,19,0,9,0
dubbo-container-api/dubbo-common,org.apache.dubbo.common.io,Bytes,2135,0,130,0,296,0,119,0,54,0
dubbo-container-api/dubbo-common,org.apache.dubbo.common.io,UnsafeStringWriter,134,0,18,0,33,0,22,0,13,0
dubbo-container-api/dubbo-common,org.apache.dubbo.common.io,UnsafeStringReader,173,0,22,0,43,0,21,0,10,0
dubbo-container-api/dubbo-common,org.apache.dubbo.common.extension.factory,AdaptiveExtensionFactory,56,0,6,0,14,0,5,0,2,0
dubbo-container-api/dubbo-common,org.apache.dubbo.common.extension.factory,SpiExtensionFactory,22,0,6,0,6,0,5,0,2,0
dubbo-container-api/dubbo-common,org.apache.dubbo.common.threadpool.support.limited,LimitedThreadPool,57,0,4,0,9,0,4,0,2,0
dubbo-container-api/dubbo-common,org.apache.dubbo.common.utils,NamedThreadFactory,87,0,2,0,17,0,7,0,6,0
dubbo-container-api/dubbo-common,org.apache.dubbo.common.utils,ClassHelper,56,0,0,0,16,0,16,0,16,0
dubbo-container-api/dubbo-common,org.apache.dubbo.common.utils,Stack,199,0,20,0,31,0,20,0,10,0
dubbo-container-api/dubbo-common,org.apache.dubbo.common.utils,LogUtil,199,0,32,0,58,0,28,0,12,0
dubbo-container-api/dubbo-common,org.apache.dubbo.common.utils,StringUtils,1161,0,223,0,252,0,149,0,37,0
dubbo-container-api/dubbo-common,org.apache.dubbo.common.utils,ClassUtils,442,0,96,0,97,0,63,0,15,0
dubbo-container-api/dubbo-common,org.apache.dubbo.common.utils,LogHelper,155,0,60,0,75,0,45,0,15,0
dubbo-container-api/dubbo-common,org.apache.dubbo.common.utils,CollectionUtils.new Comparator() {...},45,0,12,0,14,0,8,0,2,0
dubbo-container-api/dubbo-common,org.apache.dubbo.common.utils,PojoUtils,1552,0,228,0,330,0,131,0,17,0
dubbo-container-api/dubbo-common,org.apache.dubbo.common.utils,UrlUtils,1456,0,286,0,293,0,165,0,22,0
dubbo-container-api/dubbo-common,org.apache.dubbo.common.utils,DubboAppender,60,0,2,0,22,0,8,0,7,0
dubbo-container-api/dubbo-common,org.apache.dubbo.common.utils,JVMUtil,314,0,32,0,53,0,20,0,3,0
dubbo-container-api/dubbo-common,org.apache.dubbo.common.utils,ConfigUtils,580,0,92,0,135,0,63,0,17,0
dubbo-container-api/dubbo-common,org.apache.dubbo.common.utils,ConcurrentHashSet,64,0,4,0,15,0,12,0,10,0
dubbo-container-api/dubbo-common,org.apache.dubbo.common.utils,Log,174,0,38,0,48,0,30,0,11,0
dubbo-container-api/dubbo-common,org.apache.dubbo.common.utils,AtomicPositiveInteger,247,0,18,0,49,0,32,0,23,0
dubbo-container-api/dubbo-common,org.apache.dubbo.common.utils,LRUCache,103,0,2,0,29,0,12,0,11,0
dubbo-container-api/dubbo-common,org.apache.dubbo.common.utils,Holder,10,0,0,0,4,0,3,0,3,0
dubbo-container-api/dubbo-common,org.apache.dubbo.common.utils,CompatibleTypeUtils,464,0,120,0,102,0,61,0,1,0
dubbo-container-api/dubbo-common,org.apache.dubbo.common.utils,MethodUtils,74,0,28,0,13,0,17,0,3,0
dubbo-container-api/dubbo-common,org.apache.dubbo.common.utils,ReflectUtils,2238,0,406,0,508,0,257,0,45,0
dubbo-container-api/dubbo-common,org.apache.dubbo.common.utils,CIDRUtils,246,0,20,0,52,0,16,0,6,0
dubbo-container-api/dubbo-common,org.apache.dubbo.common.utils,CollectionUtils,412,0,82,0,92,0,57,0,16,0
dubbo-container-api/dubbo-common,org.apache.dubbo.common.utils,NetUtils,1012,0,194,0,249,0,131,0,34,0
dubbo-container-api/dubbo-common,org.apache.dubbo.common.utils,ExecutorUtil,154,0,24,0,52,0,20,0,8,0
dubbo-container-api/dubbo-common,org.apache.dubbo.common.utils,ExecutorUtil.new Runnable() {...},36,0,4,0,11,0,4,0,2,0
dubbo-container-api/dubbo-common,org.apache.dubbo.common.utils,IOUtils,204,0,20,0,46,0,21,0,11,0
dubbo-container-api/dubbo-common,org.apache.dubbo.common.utils,ArrayUtils,16,0,6,0,2,0,5,0,2,0
dubbo-container-api/dubbo-common,org.apache.dubbo.common.utils,PojoUtils.PojoInvocationHandler,113,0,14,0,15,0,9,0,2,0
dubbo-container-api/dubbo-common,org.apache.dubbo.common.utils,Assert,25,0,6,0,11,0,7,0,4,0
dubbo-container-api/dubbo-common,org.apache.dubbo.common.threadpool.support.cached,CachedThreadPool,63,0,4,0,10,0,4,0,2,0
dubbo-container-api/dubbo-common,org.apache.dubbo.common.threadpool.support.fixed,FixedThreadPool,52,0,4,0,8,0,4,0,2,0
dubbo-container-api/dubbo-common,org.apache.dubbo.common.logger.jdk,JdkLoggerAdapter,174,0,36,0,52,0,27,0,9,0
dubbo-container-api/dubbo-common,org.apache.dubbo.common.logger.jdk,JdkLogger,136,0,0,0,38,0,21,0,21,0
dubbo-container-api/dubbo-common,org.apache.dubbo.common.logger.slf4j,Slf4jLoggerAdapter,29,0,0,0,9,0,7,0,7,0
dubbo-container-api/dubbo-common,org.apache.dubbo.common.logger.slf4j,Slf4jLogger,331,0,32,0,87,0,38,0,22,0
dubbo-container-api/dubbo-common,org.apache.dubbo.common.store.support,SimpleDataStore,84,0,8,0,19,0,9,0,5,0
dubbo-container-api/dubbo-common,org.apache.dubbo.common.beanutil,JavaBeanAccessor,58,0,8,0,6,0,7,0,3,0
dubbo-container-api/dubbo-common,org.apache.dubbo.common.beanutil,JavaBeanSerializeUtil,1269,0,186,0,290,0,111,0,18,0
dubbo-container-api/dubbo-common,org.apache.dubbo.common.beanutil,JavaBeanDescriptor,297,0,48,0,63,0,52,0,28,0
